 0.8200	 0.9732	 0.0449
 0.8250	 0.9176	 0.0383
 0.8300	 0.9484	 0.0419
 0.8350	 0.9241	 0.0385
 0.8400	 0.9286	 0.0353
 0.8450	 0.9352	 0.0339
 0.8500	 0.9517	 0.0366
 0.8550	 0.9566	 0.0377
 0.8600	 0.9341	 0.0378
 0.8650	 0.9182	 0.0399
 0.8700	 0.9115	 0.0399
 0.8750	 0.9057	 0.0395
 0.8800	 0.8871	 0.0354
 0.8850	 0.8799	 0.0364
 0.8900	 0.9110	 0.0385
 0.8950	 0.9147	 0.0326
 0.9000	 0.8946	 0.0325
 0.9050	 0.9068	 0.0345
 0.9100	 0.8975	 0.0321
 0.9150	 0.8960	 0.0315
 0.9200	 0.9031	 0.0293
 0.9250	 0.9010	 0.0281
 0.9300	 0.9093	 0.0290
 0.9350	 0.9084	 0.0286
 0.9400	 0.9138	 0.0315
 0.9450	 0.9045	 0.0304
 0.9500	 0.8975	 0.0289
 0.9550	 0.8969	 0.0277
 0.9600	 0.9100	 0.0312
 0.9650	 0.8901	 0.0320
 0.9700	 0.8748	 0.0268
 0.9750	 0.9042	 0.0267
 0.9800	 0.9102	 0.0270
 0.9850	 0.8943	 0.0258
 0.9900	 0.8967	 0.0282
 0.9950	 0.8975	 0.0259
 1.0000	 0.9116	 0.0263
 1.0050	 0.9093	 0.0273
 1.0100	 0.8777	 0.0276
 1.0150	 0.9143	 0.0293
 1.0200	 0.9341	 0.0282
 1.0250	 0.9122	 0.0272
 1.0300	 0.9149	 0.0272
 1.0350	 0.9087	 0.0270
 1.0400	 0.8930	 0.0269
 1.0450	 0.9078	 0.0292
 1.0500	 0.9030	 0.0295
 1.0550	 0.8978	 0.0281
 1.0600	 0.9024	 0.0275
 1.0650	 0.9053	 0.0270
 1.0700	 0.9289	 0.0281
 1.0750	 0.9435	 0.0259
 1.0800	 0.9362	 0.0267
 1.0850	 0.9255	 0.0279
 1.0900	 0.9257	 0.0260
 1.0950	 0.9269	 0.0261
 1.1000	 0.9481	 0.0275
 1.1050	 0.9437	 0.0258
 1.1100	 0.9338	 0.0273
 1.1150	 0.9495	 0.0309
 1.1200	 0.9343	 0.0279
 1.1250	 0.9299	 0.0284
 1.1300	 0.9549	 0.0288
 1.1350	 0.9488	 0.0324
 1.1400	 0.9560	 0.0330
 1.1450	 0.9699	 0.0339
