 1.6000	 1.0071	 0.0100
 1.6050	 1.0114	 0.0095
 1.6100	 1.0078	 0.0104
 1.6150	 1.0059	 0.0105
 1.6200	 1.0160	 0.0102
 1.6250	 1.0187	 0.0103
 1.6300	 1.0157	 0.0099
 1.6350	 1.0087	 0.0103
 1.6400	 1.0120	 0.0107
 1.6450	 1.0307	 0.0102
 1.6500	 1.0414	 0.0106
 1.6550	 1.0444	 0.0117
 1.6600	 1.0469	 0.0112
 1.6650	 1.0315	 0.0124
 1.6700	 1.0356	 0.0108
 1.6750	 1.0510	 0.0107
 1.6800	 1.0385	 0.0114
 1.6850	 1.0396	 0.0104
 1.6900	 1.0487	 0.0115
 1.6950	 1.0517	 0.0104
 1.7000	 1.0637	 0.0111
 1.7050	 1.0563	 0.0109
 1.7100	 1.0416	 0.0111
 1.7150	 1.0467	 0.0116
 1.7200	 1.0394	 0.0106
 1.7250	 1.0302	 0.0109
 1.7300	 1.0422	 0.0120
 1.7350	 1.0488	 0.0117
 1.7400	 1.0359	 0.0121
 1.7450	 1.0186	 0.0120
 1.7500	 1.0160	 0.0122
 1.7550	 1.0438	 0.0119
 1.7600	 1.0595	 0.0117
 1.7700	 1.0712	 0.0117
 1.7750	 1.0222	 0.0117
 1.7800	 1.0192	 0.0120
 1.7850	 1.0333	 0.0125
 1.7900	 1.0316	 0.0128
 1.7950	 1.0293	 0.0141
 1.8000	 1.0227	 0.0138
 1.8050	 1.0439	 0.0133
 1.8150	 1.0515	 0.0164
 1.8200	 1.0515	 0.0172
 1.8250	 1.0662	 0.0173
 1.8300	 1.0741	 0.0184
 1.8350	 1.0142	 0.0201
 1.8400	 1.0315	 0.0232
 1.8450	 1.0238	 0.0216
 1.8500	 1.0224	 0.0215
 1.8550	 1.0350	 0.0218
 1.8600	 1.0547	 0.0230
 1.8650	 1.0623	 0.0248
 1.8700	 1.0391	 0.0237
 1.8750	 1.0537	 0.0238
 1.8800	 1.0765	 0.0240
 1.8850	 1.0426	 0.0208
 1.8900	 1.0439	 0.0184
 1.8950	 1.0444	 0.0187
 1.9000	 1.0208	 0.0188
 1.9050	 1.0707	 0.0239
 1.9100	 1.0857	 0.0245
 1.9150	 1.0164	 0.0245
 1.9200	 1.0381	 0.0204
 1.9250	 1.0812	 0.0188
 1.9300	 1.0810	 0.0175
 1.9450	 1.0676	 0.0177
 1.9500	 1.0542	 0.0180
 1.9550	 1.0694	 0.0182
 1.9600	 1.0618	 0.0173
 1.9650	 1.0615	 0.0176
 1.9700	 1.0581	 0.0167
 1.9750	 1.0531	 0.0161
 1.9800	 1.0010	 0.0149
 1.9850	 1.0192	 0.0137
 1.9900	 1.0459	 0.0155
 1.9950	 1.0227	 0.0181
 2.0000	 1.0091	 0.0196
 2.0050	 1.0476	 0.0223
 2.0100	 1.0390	 0.0217
 2.0150	 1.0182	 0.0218
 2.0200	 1.0609	 0.0203
 2.0250	 1.0552	 0.0188
 2.0300	 1.0464	 0.0163
 2.0350	 1.0181	 0.0144
 2.0400	 1.0342	 0.0151
 2.0450	 1.0488	 0.0151
 2.0550	 1.0999	 0.0211
 2.0600	 1.0827	 0.0187
 2.0650	 1.0827	 0.0180
 2.0700	 1.0723	 0.0189
 2.0750	 1.0632	 0.0178
 2.0800	 1.0743	 0.0182
 2.0850	 1.0453	 0.0157
 2.0900	 1.0170	 0.0166
 2.0950	 1.0357	 0.0155
 2.1000	 1.0463	 0.0159
 2.1050	 1.0431	 0.0162
 2.1100	 1.0546	 0.0161
 2.1150	 1.0647	 0.0164
 2.1200	 1.0468	 0.0168
 2.1250	 1.0382	 0.0161
 2.1300	 1.0321	 0.0170
 2.1350	 1.0596	 0.0171
 2.1400	 1.0553	 0.0163
 2.1450	 1.0484	 0.0165
 2.1500	 1.0723	 0.0172
 2.1550	 1.0775	 0.0179
 2.1600	 1.0787	 0.0174
 2.1650	 1.0469	 0.0190
 2.1700	 1.0557	 0.0177
 2.1750	 1.0500	 0.0176
 2.1800	 1.0461	 0.0187
 2.1850	 1.0507	 0.0176
 2.1900	 1.0785	 0.0172
 2.1950	 1.1071	 0.0181
 2.2000	 1.0815	 0.0177
 2.2050	 1.0974	 0.0190
 2.2100	 1.0815	 0.0197
 2.2150	 1.0687	 0.0189
 2.2200	 1.0830	 0.0192
 2.2250	 1.0940	 0.0183
 2.2300	 1.0626	 0.0191
 2.2350	 1.0587	 0.0196
 2.2400	 1.0913	 0.0204
 2.2450	 1.1078	 0.0188
 2.2500	 1.0926	 0.0188
 2.2550	 1.0515	 0.0201
 2.2600	 1.0832	 0.0192
 2.2650	 1.1111	 0.0217
 2.2700	 1.1011	 0.0199
 2.2750	 1.1062	 0.0201
 2.2800	 1.1097	 0.0187
 2.2850	 1.1161	 0.0227
 2.2900	 1.1243	 0.0210
 2.2950	 1.1213	 0.0209
 2.3000	 1.1225	 0.0235
 2.3050	 1.1160	 0.0212
 2.3100	 1.1023	 0.0211
 2.3150	 1.1393	 0.0238
 2.3200	 1.1269	 0.0209
 2.3250	 1.0739	 0.0210
 2.3300	 1.1008	 0.0236
 2.3350	 1.1036	 0.0213
 2.3400	 1.0884	 0.0222
 2.3650	 1.1268	 0.0242
 2.3700	 1.1397	 0.0247
 2.3750	 1.1241	 0.0249
 2.3800	 1.1494	 0.0240
 2.3850	 1.1423	 0.0241
 2.3900	 1.1032	 0.0234
 2.3950	 1.1188	 0.0241
 2.4000	 1.0873	 0.0234
 2.4050	 1.0869	 0.0227
 2.4100	 1.1025	 0.0244
 2.4150	 1.1172	 0.0252
 2.4200	 1.1485	 0.0306
 2.4250	 1.0914	 0.0277
 2.4300	 1.0909	 0.0254
 2.4350	 1.0882	 0.0242
 2.4400	 1.1138	 0.0275
 2.4450	 1.0897	 0.0237
 2.4500	 1.1076	 0.1000
