3833,1971 SC,Calingasta,binzeletal2019/3833_20100712.csv,2010-07-12T11:38:25,2010-07-12T12:13:10,16,1920,+20 31 40.6,+10 04 03,1.015,0.527,1.476,15.9,23.8,s10556 s107684 s1121333 s115271
3858,1986 TG,Dorchester,binzeletal2019/3858_20040220.csv,2004-02-20T09:06:46,2004-02-20T09:43:55,15,1800,08 06 46.6,27 34 24,1.021,1.818,2.697,17.9,11.7,-
3908,1980 PA,Nyx,binzeletal2019/3908_20040915.csv,2004-09-15T05:42:10,2004-09-15T06:45:28,15,1800,19 30 34.0,-11 58 32,1.188,0.255,1.152,16.5,49.5,-
3920,1948 WF,Aubignan,binzeletal2019/3920_20020916.csv,2002-09-16T15:23:37,2002-09-16T15:53:32,15,1800,03 23 29.8,01 09 10,1.126,0.902,1.677,15.2,30.1,-
3988,1986 LA,Huma,binzeletal2019/3988_20110606.csv,2011-06-06T12:02:54,2011-06-06T12:54:00,16,1920,+18 50 00.3,+08 26 21,1.021,0.215,1.184,16.3,34.8,s10556 s107998 s110361
4015,1979 VA,Wilson-Harrington,binzeletal2019/4015_20090622.csv,2009-06-22T08:45:49,2009-06-22T10:01:43,16,1920,+16 45 36.7,-23 09 55,1.371,0.783,1.777,17.4,10.1,-
4055,1985 DO2,Magellan,binzeletal2019/4055_20050411.csv,2005-04-11T13:01:31,2005-04-11T14:13:17,16,1920,14 42 15.4,18 49 35,1.055,0.922,1.841,16.8,17.7,s107684 sFS27
4179,1989 AC,Toutatis,binzeletal2019/4179_20040915.csv,2004-09-15T09:20:19,2004-09-15T09:59:33,15,900,21 46 51.9,-17 24 16,1.292,0.091,1.085,11.4,27.5,-
4183,1959 LM,Cuno,binzeletal2019/4183_20111024.csv,2011-10-24T11:35:11,2011-10-24T12:38:31,16,1920,+02 40 06.1,+28 25 14,1.028,1.111,2.074,16.8,9.4,sHya64 sL113-276 sL115-271 sL93-101 sL98-978 sL98-978
4197,1982 TA,Morpheus,binzeletal2019/4197_20031001.csv,2003-10-01T13:59:54,2003-10-01T14:27:57,15,1800,04 01 25.2,29 30 27,1.017,0.341,1.222,14.4,43.2,-
4451,1988 JJ,Grieve,binzeletal2019/4451_20020114.csv,2002-01-14T04:58:57,2002-01-14T05:37:23,15,1800,01 34 48.0,02 58 49,1.059,1.885,2.115,16.3,27.7,-
4486,1974 DN1,Mithra,binzeletal2019/4486_20001010.csv,2000-10-10T00:00:00,2000-10-10T00:00:00,-1,-1,-,-,-1,-1,-1,-1,-1,-
4558,1988 NF,Janesick,binzeletal2019/4558_20040614.csv,2004-06-14T08:43:09,2004-06-14T09:11:52,18,2160,15 58 54.0,-22 16 37,1.348,1.009,1.989,14.8,10.7,-
4688,1980 WF,,binzeletal2019/4688_20010129.csv,2001-01-29T08:00:46,2001-01-29T08:38:00,15,1800,05 49 35.4,-08 52 07,1.148,0.207,1.126,17.9,43.2,-
4954,1990 SQ,Eric,binzeletal2019/4954_20071002.csv,2007-10-02T05:20:16,2007-10-02T05:59:23,16,960,22 07 36.4,-09 07 10,1.443,0.293,1.245,11.6,29.6,s110 s115 sHya64 sHya64 sHya64 sL93 sSA0128764A1
4995,1984 QR,Griffin,binzeletal2019/4995_20021028.csv,2002-10-28T10:02:47,2002-10-28T10:58:43,16,1920,01 43 38.5,61 16 24,1.339,0.773,1.614,15.2,27.4,-
5011,6743 P-L,Ptah,binzeletal2019/5011_20061121.csv,2006-11-21T05:28:07,2006-11-21T06:19:53,16,1920,22 17 15.1,01 15 51,1.081,0.359,1.097,16.6,63.2,sHya64 sL115 sL93
5131,1990 BG,,binzeletal2019/5131_20100117.csv,2010-01-17T13:03:48,2010-01-17T13:22:09,16,1920,+09 59 40.9,+41 58 16,1.087,0.48,1.409,15.1,22.6,s1021081 s98978
5143,1991 VL,Heracles,binzeletal2019/5143_20061025.csv,2006-10-25T10:57:54,2006-10-25T11:37:09,16,1920,02 50 13.1,38 08 53,1.054,0.761,1.703,15.4,16.2,sHYA64 sL1121333 sL115271 sL98978
5230,1988 EF,Asahina,binzeletal2019/5230_20050905.csv,2005-09-05T09:54:18,2005-09-05T10:53:44,16,1920,22 43 12.0,11 25 04,1.012,1.523,2.5,16.6,7.3,s110361 s113276
5261,1990 MB,Eureka,binzeletal2019/5261_20050519.csv,2005-05-19T10:21:19,2005-05-19T11:01:53,15,1800,15 55 10.0,-26 14 28,1.443,0.527,1.536,16,4.5,-
5392,1986 AK,Parker,binzeletal2019/5392_20101027.csv,2010-10-27T14:21:58,2010-10-27T14:37:57,16,1920,+04 13 15.7,+17 54 08,1.168,1.319,2.23,15.8,13.2,sHya64
5407,1992 AX,,binzeletal2019/5407_20020113.csv,2002-01-13T13:44:42,2002-01-13T14:21:51,15,1800,08 59 12.1,18 53 21,1.128,0.865,1.824,15.6,10,-
5587,1990 SB,,binzeletal2019/5587_20010328.csv,2001-03-28T11:46:03,2001-03-28T12:09:06,15,1800,14 43 07.0,-07 39 09,1.16,0.551,1.488,14.4,21.9,-
5604,1992 FE,,binzeletal2019/5604_20010329.csv,2001-03-29T11:46:01,2001-03-29T12:18:23,15,1800,14 08 53.9,-32 05 00,1.626,0.307,1.259,16.4,28.2,-
5626,1991 FE,,binzeletal2019/5626_20090920.csv,2009-09-20T07:04:22,2009-09-20T07:22:42,16,1920,+20 07 31.1,-17 27 18,1.271,0.712,1.514,15.8,33.8,sL110 sL113 sL115
5645,1990 SP,,binzeletal2019/5645_20020414.csv,2002-04-14T11:56:56,2002-04-14T12:34:48,15,1800,14 20 25.1,04 58 01,1.056,0.354,1.343,16.3,14.2,-
5646,1990 TR,,binzeletal2019/5646_20120914.csv,2012-09-14T13:57:20,2012-09-14T14:54:53,17,17,04 01 0.6,19 52 3,1.022,0.454,1.236,16,50,-
5660,1974 MA,,binzeletal2019/5660_20050709.csv,2005-07-09T13:46:31,2005-07-09T15:17:16,16,1920,22 44 07.2,-06 01 04,1.112,0.464,1.349,15.9,36.9,s110361 s115271
5693,1993 EA,,binzeletal2019/5693_20070121.csv,2007-01-21T12:30:41,2007-01-21T13:30:33,16,1920,10 14 07.1,19 52 21,1,0.458,1.404,16.6,19.6,s102108 s93101 sHYA64
5786,1991 RC,Talos,binzeletal2019/5786_20010823.csv,2001-08-23T07:43:52,2001-08-23T08:26:31,15,1800,21 01 36.4,04 23 18,1.122,0.422,1.409,16.9,16.3,-
5817,1989 RZ,Robertfrazer,binzeletal2019/5817_20040922.csv,2004-09-22T11:38:43,2004-09-22T12:20:28,15,1800,01 02 02.1,32 44 47,1.031,0.836,1.75,14.6,19.7,-
5836,1993 MF,,binzeletal2019/5836_20120429.csv,2012-04-29T09:46:16,2012-04-29T10:23:19,18,2160,+14 30 44.5,-20 53 18,1.336,0.854,1.858,16.2,3.4,-
6037,1988 EG,,binzeletal2019/6037_20130808.csv,2013-08-08T13:58:16,2013-08-08T14:35:33,18,2160,+02 45 22.4,+27 49 15,1.133,0.189,1.028,18,80.6,sHD170379 sL107-998 sL110-361 sL113-276 sL113-276 sL93-101
6239,1989 QF,Minos,binzeletal2019/6239_20100907.csv,2010-09-07T10:28:21,2010-09-07T11:06:40,16,1920,+23 06 23.1,-05 43 11,1.108,0.2,1.208,15.6,0.8,sHya64 sL110 sL112 sL115 sL93
6386,1989 NK1,Keithnoll,binzeletal2019/6386_20050303.csv,2005-03-03T13:48:27,2005-03-03T15:30:27,16,1920,13 25 00.3,03 25 44,1.067,2.02,2.875,17.1,12,s10556 s107684 sHYA64
6411,1993 TA,Tamaga,binzeletal2019/6411_20040220.csv,2004-02-20T12:32:42,2004-02-20T12:51:04,15,1800,13 43 09.4,09 21 25,1.098,2.121,2.842,17.9,15.9,-
6455,1992 HE,,binzeletal2019/6455_20120421.csv,2012-04-21T05:44:48,2012-04-21T06:12:40,18,2160,+12 14 45.6,+16 26 53,1.319,0.646,1.566,15,23.3,sL102-1081 sL102-1081 sL105-56
6585,1984 SR,O'Keefe,binzeletal2019/6585_20061025.csv,2006-10-25T10:09:59,2006-10-25T10:50:36,16,1920,02 36 56.9,53 58 27,1.217,0.651,1.538,15.6,25.9,sHYA64 sL1121333 sL115271 sL98978
6611,1993 VW,,binzeletal2019/6611_20050510.csv,2005-05-10T08:13:33,2005-05-10T08:41:27,16,1920,12 59 44.5,-13 01 02,1.191,0.15,1.14,14.3,27.6,s1021081 s110361
7304,1994 AE2,Namiki,binzeletal2019/7304_20070323.csv,2007-03-23T12:51:55,2007-03-23T13:51:33,16,1920,14 31 05.6,09 53 28,1.015,0.656,1.571,14.9,22.5,s1021081 s10556 s107684 s110361 s98978
7336,1989 RS1,Saunders,binzeletal2019/7336_20100906.csv,2010-09-06T08:38:08,2010-09-06T09:33:52,16,1920,+22 02 37.7,-01 56 42,1.096,0.209,1.211,16.6,12.3,sHya64 sL110 sL113 sL115 sL93
7341,1991 VK,,binzeletal2019/7341_20111024.csv,2011-10-24T07:10:12,2011-10-24T08:06:19,16,1920,+23 30 17.3,+18 06 30,1.009,0.372,1.317,16.3,25.7,sHya64 sL113-276 sL115-271 sL93-101 sL98-978 sL98-978
7358,1995 YA3,Oze,binzeletal2019/7358_20110606.csv,2011-06-06T09:15:48,2011-06-06T09:48:13,16,1920,+16 55 09.6,-24 34 37,1.462,0.824,1.838,15.7,1.1,s10556 s107998 s110361
7482,1994 PC1,,binzeletal2019/7482_20080707.csv,2008-07-07T12:55:23,2008-07-07T13:50:47,16,1920,21 07 23.3,-13 02 20,1.202,0.556,1.524,17.4,19.5,s107684 s110361 s115271 s107684 s110361 s115271
7888,1993 UC,,binzeletal2019/7888_20130412.csv,2013-04-12T10:21:29,2013-04-12T11:05:45,15,1800,+14 13 52.6,+64 09 10,1.414,0.309,1.13,14.9,58.3,-
7889,1994 LX,,binzeletal2019/7889_20080707.csv,2008-07-07T07:32:19,2008-07-07T08:31:33,16,1920,17 17 32.5,04 46 05,1.073,0.765,1.686,16.8,21.9,s107684 s110361 s115271
8567,1996 HW1,,binzeletal2019/8567_20050904.csv,2005-09-04T05:33:00,2005-09-04T06:32:33,16,1920,17 34 51.3,-10 02 35,1.165,0.467,1.194,16.1,55.9,s110361 s113276
9400,1994 TW1,,binzeletal2019/9400_20120323.csv,2012-03-23T09:28:04,2012-03-23T10:02:59,16,1920,+12 02 53.7,+03 19 41,1.068,1.28,2.275,17.5,2.2,sL102-1081 sL105-56 sL98-978
10115,1992 SK,,binzeletal2019/10115_20061024.csv,2006-10-24T10:36:27,2006-10-24T11:14:33,17,2040,01 25 53.7,26 05 56,1.037,0.564,1.545,17.4,10.1,s93101 s98978 sHYA64
10145,1994 CK1,,binzeletal2019/10145_20111230.csv,2011-12-30T11:30:40,2011-12-30T12:08:04,19,2280,+07 09 52.8,+35 00 20,1.045,0.373,1.348,16,10.2,sL102-1081 sL93-101 sL98-978 sLHya64
11066,1992 CC1,Sigurd,binzeletal2019/11066_20100222.csv,2010-02-22T12:00:20,2010-02-22T12:36:59,17,2040,+11 06 23.7,+36 11 53,1.056,0.721,1.661,16.5,16.2,s1021081 s10556
11398,1998 YP11,,binzeletal2019/11398_20080310.csv,2008-03-10T10:53:59,2008-03-10T11:16:21,17,1530,12 38 44.6,39 26 52,1.081,0.208,1.162,14.6,32.8,sL1021081 sL98978
12711,1991 BB,Tukmit,binzeletal2019/12711_20090901.csv,2009-09-01T05:07:11,2009-09-01T06:28:08,13,1560,+15 35 17.6,+13 56 57,1.131,0.481,0.974,17,80.1,-
13553,1992 JE,Masaakikoyama,binzeletal2019/13553_20050904.csv,2005-09-04T06:39:11,2005-09-04T07:20:44,17,2040,19 37 06.0,-04 59 33,1.108,0.297,1.225,15.7,38.2,s110361 s113276
14402,1991 DB,,binzeletal2019/14402_20090302.csv,2009-03-02T10:49:26,2009-03-02T12:04:26,17,2040,+12 40 24.0,+07 06 04,1.105,0.14,1.119,15.8,23.3,sL102 sL105 sL107
15745,1991 PM5,Yuliya,binzeletal2019/15745_20090807.csv,2009-08-07T07:04:04,2009-08-07T07:56:47,17,2040,+18 36 50.9,-16 32 34,1.273,0.361,1.322,16.9,27.1,sL107 sL107b
16834,1997 WU22,,binzeletal2019/16834_20090920.csv,2009-09-20T08:11:52,2009-09-20T09:07:32,17,2040,+23 19 03.4,+38 30 17,1.122,0.69,1.594,16.9,24,sL110 sL113 sL115
16960,1998 QS52,,binzeletal2019/16960_20081002.csv,2008-10-02T10:00:16,2008-10-02T10:40:06,17,2040,+23 35 40.0,+59 18 50,1.315,0.456,1.308,14.8,39.7,-
17274,2000 LC16,,binzeletal2019/17274_20090824.csv,2009-08-24T10:30:12,2009-08-24T10:48:32,17,2040,+21 07 23.7,-02 20 56,1.139,0.198,1.2,14.4,15.5,sL110 sL113
17511,1992 QN,,binzeletal2019/17511_20131031.csv,2013-10-31T08:32:51,2013-10-31T09:08:07,18,2160,01 14 19.8,24 34 03,1.008,0.611,1.583,17.9,11.8,sL113-276 sL93-101 sL98-978
18736,1998 NU,,binzeletal2019/18736_20010130.csv,2001-01-30T14:54:37,2001-01-30T15:31:48,16,1920,13 07 12.6,-11 39 02,1.173,0.438,1.212,16.4,49.5,-
18882,1999 YN4,,binzeletal2019/18882_20101227.csv,2010-12-27T07:51:38,2010-12-27T08:52:11,13,1560,+05 11 40.7,+59 39 08,1.35,0.691,1.584,17.3,22.7,-
19127,1987 QH10,Olegefremov,binzeletal2019/19127_20031001.csv,2003-10-01T09:20:28,2003-10-01T09:58:00,22,2640,00 03 47.4,08 41 55,1.025,0.517,1.515,15.2,5.5,-
19356,1997 GH3,,binzeletal2019/19356_20010130.csv,2001-01-30T12:29:33,2001-01-30T12:57:15,16,1920,10 55 47.6,-10 29 29,1.159,0.165,1.114,14.5,35.7,-
19764,2000 NF5,,binzeletal2019/19764_20100906.csv,2010-09-06T12:38:01,2010-09-06T13:35:18,17,2040,+00 34 30.5,+07 41 06,1.042,0.511,1.48,16.2,18.4,sHya64 sL110 sL113 sL115 sL93
20790,2000 SE45,,binzeletal2019/20790_20010129.csv,2001-01-29T12:35:06,2001-01-29T13:02:47,16,1920,09 42 29.0,07 01 36,1.07,0.282,1.258,14.9,13.3,-
21088,1992 BL2,Chelyabinsk,binzeletal2019/21088_20010130.csv,2001-01-30T10:43:25,2001-01-30T11:11:18,18,2160,08 22 52.4,02 49 09,1.061,1.132,2.096,16.7,7.6,-
22753,1998 WT,,binzeletal2019/22753_20050303.csv,2005-03-03T05:21:45,2005-03-03T06:00:11,17,2040,07 45 14.9,01 07 48,1.217,0.092,1.056,14.1,44,s10556 s107684 sHYA64
22771,1999 CU3,,binzeletal2019/22771_20031016.csv,2003-10-16T07:30:54,2003-10-16T08:08:20,18,2160,23 31 48.4,38 22 34,1.07,0.264,1.214,15.7,31,-
24445,2000 PM8,,binzeletal2019/24445_20031001.csv,2003-10-01T05:36:56,2003-10-01T06:35:06,18,2160,20 00 35.9,13 12 14,1.007,0.663,1.402,16.2,41,-
