11398,1998 YP11,,marssetetal2022/11398_20170523.csv,2017-05-23T06:53:32,2017-05-23T07:11:47,17,2032.26,14 08 02.2,65 19 47,1.49,0.299,1.063,16.3,72.2,sL1021081
11405,1999 CV3,,marssetetal2022/11405_20200127.csv,2020-01-27T07:25:13,2020-01-27T08:15:59,18,2151.8,05 40 24.2,-02 52 15,1.086,0.84,1.667,17.1,26.1,sL102-1081 sL102-1081 sL98-978
11500,1989 UR,Tomaiyowit,marssetetal2022/11500_20071112.csv,2007-11-12T13:54:07,2007-11-12T14:31:28,17,2040,06 50 15.5,22 35 29,1.002,0.12,1.068,15.6,46.8,sL113 sL93
13353,1992 JE,Masaakikoyama,marssetetal2022/13553_20180813.csv,2018-08-13T12:40:51,2018-08-13T13:08:34,17,2032.26,22 02 09.7,16 33 01,1.004,0.21,1.196,14.6,26.8,sL113-276
13353,1992 JE,Masaakikoyama,marssetetal2022/13553_20180815.csv,2018-08-15T11:06:34,2018-08-15T11:37:56,17,2032.26,22 06 26.2,15 55 10,1.006,0.212,1.2,14.6,25.6,sHya64 sL110-361 sL115-271 sLSA93-101
15745,1991 PM5,Yuliya,marssetetal2022/15745_20180520.csv,2018-05-20T11:30:03,2018-05-20T12:17:09,17,2032.26,17 01 50.6,26 02 41,1.006,0.418,1.322,17.5,35.5,sL102-1081 sL105-56 sL107-684 sL110-361
15817,1994 QC,Lucianotesi,marssetetal2022/15817_20200921.csv,2020-09-21T13:24:30,2020-09-21T14:30:53,18,2151.8,02 26 12.0,-06 29 34,1.131,0.428,1.367,18.4,27,sHya64 sL113-276 sL113-276 sL93-101
17182,1999 VU,,marssetetal2022/17182_20171120.csv,2017-11-20T08:00:07,2017-11-20T08:46:21,18,2151.8,02 03 39.8,45 50 04,1.12,0.42,1.359,16.9,23.4,sHYA64 sL102-1081 sL113-276
17274,2000 LC16,,marssetetal2022/17274_20180903.csv,2018-09-03T08:30:54,2018-09-03T08:58:41,17,2032.26,20 45 20.5,-03 39 33,1.091,0.246,1.227,15.2,24.9,sL107-998 sL113-276
17274,2000 LC16,,marssetetal2022/17274_20180815.csv,2018-08-15T08:15:57,2018-08-15T08:46:41,17,2032.26,20 02 18.2,-13 55 15,1.216,0.23,1.227,14.9,19,sHya64 sL110-361 sL115-271 sLSA93-101
17511,1992 QN,,marssetetal2022/17511_20180903.csv,2018-09-03T11:43:53,2018-09-03T12:11:44,17,2032.26,23 20 26.1,-12 11 13,1.209,0.455,1.46,16.9,6.3,sL107-998 sL113-276
17511,1992 QN,,marssetetal2022/17511_20171120.csv,2017-11-20T10:50:50,2017-11-20T11:56:08,18,2151.8,03 35 29.3,47 16 34,1.147,0.465,1.417,17.4,18.8,sHYA64 sL102-1081 sL113-276
21374,1997 WS22,,marssetetal2022/21374_20171120.csv,2017-11-20T08:52:55,2017-11-20T09:42:52,18,2151.8,02 55 01.8,08 23 35,1.027,0.431,1.407,17,11.3,sHYA64 sL102-1081 sL113-276
31345,1998 PG,,marssetetal2022/31345_20180903.csv,2018-09-03T07:47:42,2018-09-03T08:25:18,17,2032.26,20 42 55.7,04 46 10,1.043,0.375,1.338,17,24.6,sL107-998 sL113-276
33342,1998 WT24,,marssetetal2022/33342_20151212.csv,2015-12-12T09:02:48,2015-12-12T09:13:05,18,1075.9,03 22 24.9,04 25 39,1.053,0.028,1.008,11.5,32.1,sHYA64 sL102-1081 sL115-271 sL98-978
33342,1998 WT24,,marssetetal2022/33342_20151203.csv,2015-12-03T13:34:53,2015-12-03T14:19:11,18,2151.8,07 29 04.0,-04 42 40,1.11,0.049,1.018,13.2,47.9,sL102-1081 sL115-271 sL98-978
34613,2000 UR13,,marssetetal2022/34613_20200128.csv,2020-01-28T11:46:21,2020-01-28T12:23:10,18,2151.8,08 31 31.7,20 45 37,1.057,1.123,2.107,18.1,1.5,sL102-1081 sL102-1081 sL105-56
35396,1997 XF11,,marssetetal2022/35396_20160414.csv,2016-04-14T08:25:48,2016-04-14T08:53:43,17,2032.26,13 16 51.7,-11 01 01,1.302,0.358,1.36,15.6,2.8,s1021081 s10556 s98978
40329,1999 ML,,marssetetal2022/40329_20160929.csv,2016-09-29T05:58:01,2016-09-29T06:53:31,17,2032.26,21 22 08.1,-10 00 35,1.217,0.382,1.294,17.5,34.3,sL110361 sL115271 sL93101
52768,1998 OR2,,marssetetal2022/52768_20200228.csv,2020-02-28T08:44:30,2020-02-28T09:02:58,18,2151.8,07 57 24.4,43 23 01,1.113,0.268,1.18,14.9,40.2,sL102-1081 sL98-978 sLHya64
53319,1999 JM8,,marssetetal2022/53319_20171016.csv,2017-10-16T12:29:02,2017-10-16T13:25:14,18,2151.8,04 25 18.8,-04 19 17,1.111,1.027,1.857,17.7,23,sHYA64 sL112-1333 sL115-271 sL93-101 sL98978
53426,1999 SL5,,marssetetal2022/53426_20150911.csv,2015-09-11T06:17:25,2015-09-11T06:54:47,17,2032.26,18 57 53.8,68 40 59,1.521,0.411,1.117,17.8,64,-
53435,1999 VM40,,marssetetal2022/53435_20200926.csv,2020-09-26T14:46:40,2020-09-26T15:09:37,18,2151.8,05 23 01.0,07 19 38,1.036,0.508,1.22,15.5,53.3,sHyades64 sLand113-276
53435,1999 VM40,,marssetetal2022/53435_20200908.csv,2020-09-08T15:28:06,2020-09-08T15:37:06,18,2151.8,04 21 51.0,-00 19 33,1.065,0.597,1.271,15.9,50.9,sL112-1333 sL93-101 sLHya64
53435,1999 VM40,,marssetetal2022/53435_20200928.csv,2020-09-28T14:24:22,2020-09-28T14:56:42,18,2151.8,05 29 54.9,08 19 46,1.051,0.5,1.216,15.5,53.5,sHyades64 sL98-978 sLand113-276
65690,1991 DG,,marssetetal2022/65690_20200227.csv,2020-02-27T10:23:54,2020-02-27T11:00:47,18,2151.8,10 01 48.0,-12 15 16,1.189,0.233,1.209,17.2,18.5,sL102-1081 sL105-56 sL107-684
65717,1993 BX3,,marssetetal2022/65717_20201119.csv,2020-11-19T07:42:37,2020-11-19T08:24:43,18,2151.8,02 29 27.8,-08 45 15,1.204,0.121,1.091,17.6,29.6,sL115-271 sL93101 sL93101
66272,1999 JW6,,marssetetal2022/66272_20201107.csv,2020-11-07T11:46:36,2020-11-07T12:23:47,18,2151.8,05 52 30.4,02 11 35,1.116,0.565,1.437,18,30.2,sL113-276 sL93-101 sL98-978 sL98-978
66391,1999 KW4,,marssetetal2022/66391_20180623.csv,2018-06-23T05:53:48,2018-06-23T06:30:43,17,2032.26,13 31 11.2,34 46 25,1.035,0.31,1.076,16.7,70.6,sL105-56 sL107-684 sL110-361 sL113-276 sL115-271
67367,2000 LY27,,marssetetal2022/67367_20180623.csv,2018-06-23T07:53:37,2018-06-23T08:23:28,17,2032.26,16 18 23.6,-22 19 27,1.376,0.603,1.584,17.8,15.7,sL107-684 sL110-361 sL113-276 sL115-271
68278,2001 FC7,,marssetetal2022/68278_20031016.csv,2003-10-16T08:29:13,2003-10-16T09:06:32,23,2760,23 46 58.6,-12 09 02,1.179,0.347,1.305,17.8,23.7,-
68346,2001 KZ66,,marssetetal2022/68346_20160709.csv,2016-07-09T05:44:28,2016-07-09T06:22:14,17,2032.26,16 26 02.0,41 53 49,1.186,0.329,1.147,16.8,59,sL107998 sL107998
68347,2001 KB67,,marssetetal2022/68347_20180623.csv,2018-06-23T08:28:16,2018-06-23T09:23:52,17,2032.26,16 10 30.5,19 45 55,1,0.198,1.15,18.4,43.9,sL105-56 sL107-684 sL110-361 sL113-276 sL115-271
69230,1937 UB,Hermes,marssetetal2022/69230_20200921.csv,2020-09-21T10:14:46,2020-09-21T10:54:04,18,2151.8,00 54 00.4,-03 41 31,1.128,0.562,1.553,17.8,9.7,sHya64 sL113-276 sL113-276 sL93-101
85628,1998 KV2,,marssetetal2022/85628_20160410.csv,2016-04-10T13:31:58,2016-04-10T14:18:55,17,2032.26,15 52 19.7,00 59 34,1.068,0.534,1.454,17.7,26.2,sL107998 sL110361
85804,1998 WQ5,,marssetetal2022/85804_20150118.csv,2015-01-18T08:53:59,2015-01-18T09:12:12,18,2151.8,07 09 02.6,07 31 31,1.045,0.447,1.416,15,12.2,s98-978 sHYA64 sL93-101
85990,1999 JV6,,marssetetal2022/85990_20160211.csv,2016-02-11T08:02:02,2016-02-11T08:48:29,18,2151.8,06 47 16.9,27 53 53,1.012,0.226,1.165,18.7,34.2,sHYA64 sL102-1081 sL105-56 sL98-978
89830,2002 CE,,marssetetal2022/89830_20200128.csv,2020-01-28T15:29:29,2020-01-28T16:06:17,18,2151.8,14 34 35.2,64 12 05,1.421,1.229,1.787,18.1,31.8,sL102-1081 sL102-1081 sL105-56
90147,2002 YK14,,marssetetal2022/90147_20210114.csv,2021-01-14T06:05:29,2021-01-14T06:51:42,18,2151.8,05 46 08.9,11 33 24,1.243,0.293,1.247,17.3,23,sL102-1081 sL105-56 sL93-101 sL98-978
90416,2003 YK118,,marssetetal2022/90416_20150218.csv,2015-02-18T05:15:35,2015-02-18T05:58:41,18,2151.8,04 26 02.0,26 25 56,1.009,0.095,1.009,16.1,74.6,sHYA64 sL102-1081 sL106-684 sL98-978
96631,1999 FP59,,marssetetal2022/96631_20170813.csv,2017-08-13T13:00:28,2017-08-13T14:06:11,17,2032.26,00 21 35.0,-03 33 49,1.091,0.314,1.26,17.4,33.3,sL115271 sL93101
96631,1999 FP59,,marssetetal2022/96631_20170726.csv,2017-07-26T13:56:28,2017-07-26T14:51:51,18,2151.8,23 55 19.8,-06 40 52,1.116,0.353,1.261,17.8,40,sL113-276 sL115-271
96631,1999 FP59,,marssetetal2022/96631_20170706.csv,2017-07-06T14:01:21,2017-07-06T14:57:03,18,2151.8,23 11 13.6,-10 59 30,1.176,0.42,1.279,18.3,43.6,sL110-361 sL113-276
99799,2002 LJ3,,marssetetal2022/99799_20180815.csv,2018-08-15T09:12:20,2018-08-15T10:00:06,17,2032.26,21 09 15.6,-35 51 45,1.811,0.15,1.153,15.5,19.8,sHya64 sL110-361 sL115-271 sLSA93-101
99942,2004 MN4,Apophis,marssetetal2022/99942_20210114.csv,2021-01-14T13:57:06,2021-01-14T14:52:50,18,2151.8,11 44 04.1,-17 04 10,1.266,0.208,1.073,17.8,59.5,sL102-1081 sL105-56 sL93-101 sL98-978
99942,2004 MN4,Apophis,marssetetal2022/99942_20210114.csv,2021-01-14T13:57:06,2021-01-14T14:52:50,18,2151.8,11 44 04.1,-17 04 10,1.266,0.208,1.073,17.8,59.5,sL102-1081 sL105-56 sL93-101 sL98-978
106589,2000 WN107,,marssetetal2022/106589_20161224.csv,2016-12-24T12:34:53,2016-12-24T13:12:16,18,2151.8,07 12 01.3,-32 43 09,1.759,0.336,1.197,15.6,44.1,s1021081 s98978 sHYA64
112221,2002 KH4,,marssetetal2022/112221_20190508.csv,2019-05-08T13:01:04,2019-05-08T13:28:35,18,2151.8,18 31 19.3,22 51 09,1.021,0.482,1.288,16.2,45.4,sL102-1081 sL105-56 sL107-684 sL110-361
136874,1998 FH74,,marssetetal2022/136874_20200617.csv,2020-06-17T06:02:34,2020-06-17T06:58:05,18,2151.8,15 02 50.8,20 41 32,1.089,0.744,1.538,17.3,34.4,sL102-1081 sL102-1081 sL105-56 sL110-361 sL110-361
137032,1998 UO1,,marssetetal2022/137032_20161025.csv,2016-10-25T05:24:43,2016-10-25T06:20:26,18,2151.8,20 08 25.7,-05 27 03,1.161,0.416,1.084,17.2,66.5,sL1121333 sL115271 sL93101
137084,1998 XS16,,marssetetal2022/137084_20191025.csv,2019-10-25T05:03:57,2019-10-25T05:40:45,18,2151.8,19 15 40.8,61 59 28,1.427,0.48,1.147,17.2,59.6,sL112-1333 sL93-101 sL93-101
137108,1999 AN10,,marssetetal2022/137108_20200818.csv,2020-08-18T11:00:33,2020-08-18T11:59:11,18,2151.8,22 01 28.7,42 05 14,1.086,0.4,1.284,18,40.3,sHyades64 sL112-1333 sL93-101 sL93-101 sL93-101
137120,1999 BJ8,,marssetetal2022/137120_20200121.csv,2020-01-21T14:18:58,2020-01-21T14:55:50,18,2151.8,13 35 51.3,03 42 53,1.141,0.303,1.078,17.9,64.1,sL102-1081 sL105-56 sL98-978
137924,2000 BD19,,marssetetal2022/137924_20200121.csv,2020-01-21T14:59:58,2020-01-21T15:37:14,18,2151.8,13 08 38.0,18 16 24,1.008,0.398,1.184,17.5,51.1,sL102-1081 sL105-56 sL98-978
137924,2000 BD19,,marssetetal2022/137924_20150218.csv,2015-02-18T07:37:23,2015-02-18T08:00:20,18,2151.8,06 17 33.7,52 21 27,1.204,0.327,1.184,16.9,46.7,sHYA64 sL102-1081 sL106-684 sL98-978
138911,2001 AE2,,marssetetal2022/138911_20200527.csv,2020-05-27T11:45:30,2020-05-27T12:27:03,18,2151.8,18 04 47.9,-15 41 45,1.233,0.267,1.258,17.8,20.6,sL102-1081 sL105-56 sL107-684
138937,2001 BK16,,marssetetal2022/138937_20151212.csv,2015-12-12T13:07:55,2015-12-12T13:26:10,18,2151.8,07 33 10.3,-17 37 07,1.277,0.253,1.155,16.5,42.7,sHYA64 sL102-1081 sL115-271 sL98-978
140158,2001 SX169,,marssetetal2022/140158_20171111.csv,2017-11-11T10:42:35,2017-11-11T11:37:58,18,2151.8,04 39 06.2,12 58 27,1.036,0.35,1.32,17.6,17,sHYA64 sL113-276 sL93-101 sL98-978
140158,2001 SX169,,marssetetal2022/140158_20171120.csv,2017-11-20T09:46:42,2017-11-20T10:33:11,18,2151.8,04 26 56.2,10 54 56,1.051,0.274,1.256,16.8,10.8,sHYA64 sL102-1081 sL113-276
141053,2001 XT1,,marssetetal2022/141053_20181202.csv,2018-12-02T14:49:00,2018-12-02T15:49:03,18,2151.8,10 17 51.3,23 50 27,1.04,0.193,1.043,17.6,67.6,sHya64 sL102-1081 sLand98-978
141354,2002 AJ29,,marssetetal2022/141354_20160410.csv,2016-04-10T14:27:55,2016-04-10T14:46:10,18,2151.8,16 54 48.8,-18 10 06,1.279,0.144,1.093,15.1,47.6,sL107998 sL110361
141498,2002 EZ16,,marssetetal2022/141498_20181203.csv,2018-12-03T14:16:30,2018-12-03T14:53:19,18,2151.8,07 22 13.1,31 02 55,1.073,0.296,1.234,17.5,29.2,sHya64 sL102-1081 sL98-978
141525,2002 FV5,,marssetetal2022/141525_20190408.csv,2019-04-08T10:43:51,2019-04-08T11:25:20,18,2151.8,15 34 30.1,18 43 11,1.156,0.364,1.286,17.7,33.2,sLand102-1081 sLand105-56 sLand98-978
